ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
131,131,Dinant,,12875,Dinant,12875,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
132,132,Dison,,13642,Dison,13642,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
133,133,Doische,,2739,Doische,2739,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
134,134,Donceel,,2712,Donceel,2712,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
135,135,Dour,,16861,Dour,16861,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
136,136,Drogenbos,,4843,Drogenbos,4843,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
137,137,Duffel,,16011,Duffel,16011,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
138,138,Durbuy,,10251,Durbuy,10251,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
139,139,Edegem,,21839,Edegem,21839,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
140,140,Eeklo,,19116,Eeklo,19116,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
141,141,Ellezelles,,5566,Ellezelles,5566,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
142,142,Enghien,,11367,Enghien,11367,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
143,143,Engis,,5737,Engis,5737,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
144,144,Erquelinnes,,9396,Erquelinnes,9396,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
145,145,Esneux,,13497,Esneux,13497,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
146,146,Essen,,16754,Essen,16754,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
147,147,Estaimpuis,,9340,Estaimpuis,9340,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
554,554,Etalle,,5228,Etalle,5228,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
149,149,Eupen,,18029,Eupen,18029,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
150,150,Evergem,,31615,Evergem,31615,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
151,151,Faimes,,3349,Faimes,3349,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
152,152,Farciennes,,11488,Farciennes,11488,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
153,153,Fauvillers,,1952,Fauvillers,1952,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
154,154,Ferrières,,4434,Ferrières,4434,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
156,156,Fleurus,,22080,Fleurus,22080,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
157,157,Flobecq,,3142,Flobecq,3142,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
158,158,Floreffe,,7480,Floreffe,7480,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
159,159,Florennes,,10723,Florennes,10723,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
160,160,Florenville,,5464,Florenville,5464,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
161,161,Flémalle-Haute,,25144,Flémalle-Haute,25144,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
162,162,Fléron,,15994,Fléron,15994,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
163,163,Forville,,1374,Forville,1374,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
165,165,Frameries,,20598,Frameries,20598,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
168,168,Froidchapelle,,3579,Froidchapelle,3579,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
169,169,Galmaarden,,7939,Galmaarden,7939,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
170,170,Gavere,,11888,Gavere,11888,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
171,171,Gedinne,,4416,Gedinne,4416,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
172,172,Geel,,34697,Geel,34697,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
173,173,Geer,,2682,Geer,2682,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
174,174,Geetbets,,5813,Geetbets,5813,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
175,175,Gembloux,,21676,Gembloux,21676,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
176,176,Genappe,,14266,Genappe,14266,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
177,177,Genk,,63666,Genk,63666,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
178,178,Gent,,231493,Gent,231493,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
179,179,Geraardsbergen,,30807,Geraardsbergen,30807,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
180,180,Gerpinnes,,11977,Gerpinnes,11977,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
181,181,Gesves,,6150,Gesves,6150,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
182,182,Gingelom,,7930,Gingelom,7930,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
183,183,Gistel,,11084,Gistel,11084,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
184,184,Glabbeek,,5070,Glabbeek,5070,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
185,185,Gooik,,8957,Gooik,8957,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
186,186,Gouvy,,4706,Gouvy,4706,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
187,187,Grez-Doiceau,,12367,Grez-Doiceau,12367,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
188,188,Grimbergen,,33561,Grimbergen,33561,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
189,189,Grobbendonk,,10724,Grobbendonk,10724,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
190,190,Haacht,,13541,Haacht,13541,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
191,191,Haaltert,,17129,Haaltert,17129,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
193,193,Halen,,8548,Halen,8548,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
194,194,Halle,,34479,Halle,34479,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
195,195,Hamme,,22891,Hamme,22891,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
196,196,Hamoir,,3500,Hamoir,3500,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
197,197,Hamois,,6662,Hamois,6662,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
198,198,Hannut,,14129,Hannut,14129,0.5,0.5,1,0,0,0,0,0,0.077148044,0.077148044,0.077148044,0.077148044,0.034086325,0.043565954,0.054659137,0.063533683,0.074626866,0.061113352,0.075837031,0.070794675,0.065752319,0.065147237,0.053448971,0.030859217,0.021581283,0.01956434,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.448164582,0.036506656,0.409035902,0.10629286
